,Tissue,nHVG,cl,SScore,res,cl_method
3925,SIDM01066,n5500,3,0.07241257,,kmeans
3926,SIDM01066,n5500,4,0.03040222,,kmeans
3927,SIDM01066,n5500,5,0.17238818,,kmeans
3928,SIDM01066,n5500,6,0.091766864,,kmeans
3929,SIDM01066,n5500,7,0.080559924,,kmeans
3930,SIDM01066,n5500,8,0.055279143,,kmeans
3931,SIDM01066,n5500,9,0.11285421,,kmeans
3932,SIDM01066,n5500,10,0.08596088,,kmeans
3933,SIDM01066,n6000,2,0.16984122,,kmeans
3934,SIDM01066,n6000,3,0.22886442,,kmeans
3935,SIDM01066,n6000,4,0.15718165,,kmeans
3936,SIDM01066,n6000,5,0.18555759,,kmeans
3937,SIDM01066,n6000,6,0.15977375,,kmeans
3938,SIDM01066,n6000,7,0.12478747,,kmeans
3939,SIDM01066,n6000,8,0.099019796,,kmeans
3940,SIDM01066,n6000,9,0.12347272,,kmeans
3941,SIDM01066,n6000,10,0.035039257,,kmeans
3942,SIDM01066,n6500,2,0.20858656,,kmeans
3943,SIDM01066,n6500,3,0.22852063,,kmeans
3944,SIDM01066,n6500,4,0.19940618,,kmeans
3945,SIDM01066,n6500,5,0.13067053,,kmeans
3946,SIDM01066,n6500,6,0.12269112,,kmeans
3947,SIDM01066,n6500,7,0.053340975,,kmeans
3948,SIDM01066,n6500,8,0.12185741,,kmeans
3949,SIDM01066,n6500,9,0.08046573,,kmeans
3950,SIDM01066,n6500,10,0.04019683,,kmeans
3951,SIDM01066,n7000,2,0.20883557,,kmeans
3952,SIDM01066,n7000,3,0.22962072,,kmeans
3953,SIDM01066,n7000,4,0.1806342,,kmeans
3954,SIDM01066,n7000,5,0.14602983,,kmeans
3955,SIDM01066,n7000,6,0.1106567,,kmeans
3956,SIDM01066,n7000,7,0.123145446,,kmeans
3957,SIDM01066,n7000,8,0.11792376,,kmeans
3958,SIDM01066,n7000,9,0.14354701,,kmeans
3959,SIDM01066,n7000,10,0.10543263,,kmeans
3960,SIDM01066,n7500,2,0.16516641,,kmeans
3961,SIDM01066,n7500,3,0.22701521,,kmeans
3962,SIDM01066,n7500,4,0.15897037,,kmeans
3963,SIDM01066,n7500,5,0.15022516,,kmeans
3964,SIDM01066,n7500,6,0.13928998,,kmeans
3965,SIDM01066,n7500,7,0.12621874,,kmeans
3966,SIDM01066,n7500,8,0.09118598,,kmeans
3967,SIDM01066,n7500,9,0.08545146,,kmeans
3968,SIDM01066,n7500,10,0.036983002,,kmeans
3969,SIDM01066,n8000,2,0.16127555,,kmeans
3970,SIDM01066,n8000,3,0.2247099,,kmeans
3971,SIDM01066,n8000,4,0.1689756,,kmeans
3972,SIDM01066,n8000,5,0.007712536,,kmeans
3973,SIDM01066,n8000,6,0.0357935,,kmeans
3974,SIDM01066,n8000,7,0.15530473,,kmeans
3975,SIDM01066,n8000,8,0.1067525,,kmeans
3976,SIDM01066,n8000,9,0.12022978,,kmeans
3977,SIDM01066,n8000,10,0.054767516,,kmeans
3978,SIDM00988,n2000,2,0.27507538,,kmeans
3979,SIDM00988,n2000,3,0.15938596,,kmeans
3980,SIDM00988,n2000,4,0.099282585,,kmeans
3981,SIDM00988,n2000,5,0.19691233,,kmeans
3982,SIDM00988,n2000,6,0.18097198,,kmeans
3983,SIDM00988,n2000,7,0.10200712,,kmeans
3984,SIDM00988,n2000,8,0.14509498,,kmeans
3985,SIDM00988,n2000,9,0.10891241,,kmeans
3986,SIDM00988,n2000,10,0.07845215,,kmeans
3987,SIDM00988,n2500,2,0.29499206,,kmeans
3988,SIDM00988,n2500,3,0.14710362,,kmeans
3989,SIDM00988,n2500,4,0.116026334,,kmeans
3990,SIDM00988,n2500,5,0.101917736,,kmeans
3991,SIDM00988,n2500,6,0.17043996,,kmeans
3992,SIDM00988,n2500,7,0.15783957,,kmeans
3993,SIDM00988,n2500,8,0.16955476,,kmeans
3994,SIDM00988,n2500,9,0.14568835,,kmeans
3995,SIDM00988,n2500,10,0.15840806,,kmeans
3996,SIDM00988,n3000,2,0.25926197,,kmeans
3997,SIDM00988,n3000,3,0.17025006,,kmeans
3998,SIDM00988,n3000,4,0.08940964,,kmeans
3999,SIDM00988,n3000,5,0.15571776,,kmeans
4000,SIDM00988,n3000,6,0.18480012,,kmeans
4001,SIDM00988,n3000,7,0.17498343,,kmeans
4002,SIDM00988,n3000,8,0.088872,,kmeans
4003,SIDM00988,n3000,9,-0.01230571,,kmeans
4004,SIDM00988,n3000,10,0.13391073,,kmeans
4005,SIDM00988,n3500,2,0.2636702,,kmeans
4006,SIDM00988,n3500,3,0.17341694,,kmeans
4007,SIDM00988,n3500,4,0.08837738,,kmeans
4008,SIDM00988,n3500,5,0.19439292,,kmeans
4009,SIDM00988,n3500,6,0.060939666,,kmeans
4010,SIDM00988,n3500,7,0.14049283,,kmeans
4011,SIDM00988,n3500,8,0.14098352,,kmeans
4012,SIDM00988,n3500,9,0.12891807,,kmeans
4013,SIDM00988,n3500,10,0.08044905,,kmeans
4014,SIDM00988,n4000,2,0.3012941,,kmeans
4015,SIDM00988,n4000,3,0.17170596,,kmeans
4016,SIDM00988,n4000,4,0.24238546,,kmeans
4017,SIDM00988,n4000,5,0.24208726,,kmeans
4018,SIDM00988,n4000,6,0.14260004,,kmeans
4019,SIDM00988,n4000,7,0.17746505,,kmeans
4020,SIDM00988,n4000,8,0.14833671,,kmeans
4021,SIDM00988,n4000,9,0.17060903,,kmeans
4022,SIDM00988,n4000,10,0.10272435,,kmeans
4023,SIDM00988,n4500,2,0.30122578,,kmeans
4024,SIDM00988,n4500,3,0.18229632,,kmeans
4025,SIDM00988,n4500,4,0.10767637,,kmeans
4026,SIDM00988,n4500,5,0.03666205,,kmeans
4027,SIDM00988,n4500,6,0.17600521,,kmeans
4028,SIDM00988,n4500,7,0.20375541,,kmeans
4029,SIDM00988,n4500,8,0.1539232,,kmeans
4030,SIDM00988,n4500,9,0.13996573,,kmeans
4031,SIDM00988,n4500,10,0.10958048,,kmeans
4032,SIDM00988,n5000,2,0.30147016,,kmeans
4033,SIDM00988,n5000,3,0.18160588,,kmeans
4034,SIDM00988,n5000,4,0.24216263,,kmeans
4035,SIDM00988,n5000,5,0.20930184,,kmeans
4036,SIDM00988,n5000,6,0.18137516,,kmeans
4037,SIDM00988,n5000,7,0.016905364,,kmeans
4038,SIDM00988,n5000,8,0.030772537,,kmeans
4039,SIDM00988,n5000,9,0.14681195,,kmeans
4040,SIDM00988,n5000,10,0.16333401,,kmeans
4041,SIDM00988,n5500,2,0.2984877,,kmeans
4042,SIDM00988,n5500,3,0.1727456,,kmeans
4043,SIDM00988,n5500,4,0.09454361,,kmeans
4044,SIDM00988,n5500,5,0.055237435,,kmeans
4045,SIDM00988,n5500,6,0.1810206,,kmeans
4046,SIDM00988,n5500,7,0.15706308,,kmeans
4047,SIDM00988,n5500,8,0.13745569,,kmeans
4048,SIDM00988,n5500,9,0.13536887,,kmeans
4049,SIDM00988,n5500,10,-0.074638136,,kmeans
4050,SIDM00988,n6000,2,0.29861847,,kmeans
4051,SIDM00988,n6000,3,0.16143163,,kmeans
4052,SIDM00988,n6000,4,0.24483077,,kmeans
4053,SIDM00988,n6000,5,0.057373177,,kmeans
4054,SIDM00988,n6000,6,0.15427019,,kmeans
4055,SIDM00988,n6000,7,0.1453525,,kmeans
4056,SIDM00988,n6000,8,0.14000082,,kmeans
4057,SIDM00988,n6000,9,0.13873288,,kmeans
4058,SIDM00988,n6000,10,0.095191754,,kmeans
4059,SIDM00988,n6500,2,0.2969505,,kmeans
4060,SIDM00988,n6500,3,0.29782933,,kmeans
4061,SIDM00988,n6500,4,0.24919169,,kmeans
4062,SIDM00988,n6500,5,0.21535613,,kmeans
4063,SIDM00988,n6500,6,0.1832942,,kmeans
4064,SIDM00988,n6500,7,0.15585692,,kmeans
4065,SIDM00988,n6500,8,0.07739132,,kmeans
4066,SIDM00988,n6500,9,0.11737687,,kmeans
4067,SIDM00988,n6500,10,0.12941688,,kmeans
4068,SIDM00988,n7000,2,0.29171345,,kmeans
4069,SIDM00988,n7000,3,0.15756705,,kmeans
4070,SIDM00988,n7000,4,0.1004472,,kmeans
4071,SIDM00988,n7000,5,0.050105155,,kmeans
4072,SIDM00988,n7000,6,0.2237101,,kmeans
4073,SIDM00988,n7000,7,0.16052555,,kmeans
4074,SIDM00988,n7000,8,0.14722067,,kmeans
4075,SIDM00988,n7000,9,0.11814019,,kmeans
4076,SIDM00988,n7000,10,0.118008114,,kmeans
4077,SIDM00988,n7500,2,0.2871137,,kmeans
4078,SIDM00988,n7500,3,0.13997617,,kmeans
4079,SIDM00988,n7500,4,0.09725073,,kmeans
4080,SIDM00988,n7500,5,0.20746227,,kmeans
4081,SIDM00988,n7500,6,0.18430042,,kmeans
4082,SIDM00988,n7500,7,0.0013588695,,kmeans
4083,SIDM00988,n7500,8,0.16220756,,kmeans
4084,SIDM00988,n7500,9,0.13963726,,kmeans
4085,SIDM00988,n7500,10,0.14156629,,kmeans
4086,SIDM00988,n8000,2,0.28037608,,kmeans
4087,SIDM00988,n8000,3,0.17049125,,kmeans
4088,SIDM00988,n8000,4,0.24033639,,kmeans
4089,SIDM00988,n8000,5,0.18588156,,kmeans
4090,SIDM00988,n8000,6,0.18267025,,kmeans
4091,SIDM00988,n8000,7,0.17352273,,kmeans
4092,SIDM00988,n8000,8,0.14477272,,kmeans
4093,SIDM00988,n8000,9,0.14569494,,kmeans
4094,SIDM00988,n8000,10,0.1643616,,kmeans
4095,SIDM00144,n2000,2,0.18445455,,kmeans
4096,SIDM00144,n2000,3,0.16219024,,kmeans
4097,SIDM00144,n2000,4,0.11622448,,kmeans
4098,SIDM00144,n2000,5,0.07732617,,kmeans
4099,SIDM00144,n2000,6,0.07656926,,kmeans
4100,SIDM00144,n2000,7,0.08720147,,kmeans
4101,SIDM00144,n2000,8,0.06773305,,kmeans
4102,SIDM00144,n2000,9,0.062271446,,kmeans
4103,SIDM00144,n2000,10,0.057471246,,kmeans
4104,SIDM00144,n2500,2,0.18099082,,kmeans
4105,SIDM00144,n2500,3,0.16178754,,kmeans
4106,SIDM00144,n2500,4,0.10577585,,kmeans
4107,SIDM00144,n2500,5,0.0938795,,kmeans
4108,SIDM00144,n2500,6,0.08229328,,kmeans
4109,SIDM00144,n2500,7,0.071558386,,kmeans
4110,SIDM00144,n2500,8,0.049018443,,kmeans
4111,SIDM00144,n2500,9,0.04843886,,kmeans
4112,SIDM00144,n2500,10,0.033139057,,kmeans
4113,SIDM00144,n3000,2,0.18232618,,kmeans
4114,SIDM00144,n3000,3,0.14442386,,kmeans
4115,SIDM00144,n3000,4,0.10606067,,kmeans
4116,SIDM00144,n3000,5,0.07203899,,kmeans
4117,SIDM00144,n3000,6,0.07794849,,kmeans
4118,SIDM00144,n3000,7,0.06804271,,kmeans
4119,SIDM00144,n3000,8,0.03507356,,kmeans
4120,SIDM00144,n3000,9,0.0512371,,kmeans
4121,SIDM00144,n3000,10,0.0067346236,,kmeans
4122,SIDM00144,n3500,2,0.17978379,,kmeans
4123,SIDM00144,n3500,3,0.14699061,,kmeans
4124,SIDM00144,n3500,4,0.099067025,,kmeans
4125,SIDM00144,n3500,5,0.05908328,,kmeans
4126,SIDM00144,n3500,6,0.062491115,,kmeans
4127,SIDM00144,n3500,7,0.023880213,,kmeans
4128,SIDM00144,n3500,8,0.059774715,,kmeans
4129,SIDM00144,n3500,9,0.048065245,,kmeans
4130,SIDM00144,n3500,10,0.027575575,,kmeans
4131,SIDM00144,n4000,2,0.1711542,,kmeans
4132,SIDM00144,n4000,3,0.10281354,,kmeans
4133,SIDM00144,n4000,4,0.10131012,,kmeans
4134,SIDM00144,n4000,5,0.07418621,,kmeans
4135,SIDM00144,n4000,6,0.086781584,,kmeans
4136,SIDM00144,n4000,7,0.03626124,,kmeans
4137,SIDM00144,n4000,8,0.053061135,,kmeans
4138,SIDM00144,n4000,9,0.06514501,,kmeans
4139,SIDM00144,n4000,10,0.028278166,,kmeans
4140,SIDM00144,n4500,2,0.17133966,,kmeans
4141,SIDM00144,n4500,3,0.09772206,,kmeans
4142,SIDM00144,n4500,4,0.10737987,,kmeans
4143,SIDM00144,n4500,5,0.06954992,,kmeans
4144,SIDM00144,n4500,6,0.042846873,,kmeans
4145,SIDM00144,n4500,7,0.029574685,,kmeans
4146,SIDM00144,n4500,8,0.033028822,,kmeans
4147,SIDM00144,n4500,9,0.036414914,,kmeans
4148,SIDM00144,n4500,10,-0.00017815924,,kmeans
4149,SIDM00144,n5000,2,0.17002504,,kmeans
4150,SIDM00144,n5000,3,0.09049746,,kmeans
4151,SIDM00144,n5000,4,0.10902923,,kmeans
4152,SIDM00144,n5000,5,0.079522796,,kmeans
4153,SIDM00144,n5000,6,0.07179675,,kmeans
4154,SIDM00144,n5000,7,0.043207172,,kmeans
4155,SIDM00144,n5000,8,0.03525252,,kmeans
4156,SIDM00144,n5000,9,0.076821275,,kmeans
4157,SIDM00144,n5000,10,0.018532647,,kmeans
4158,SIDM00144,n5500,2,0.16743557,,kmeans
4159,SIDM00144,n5500,3,0.0852787,,kmeans
4160,SIDM00144,n5500,4,0.10158019,,kmeans
4161,SIDM00144,n5500,5,0.07160134,,kmeans
4162,SIDM00144,n5500,6,0.03529326,,kmeans
4163,SIDM00144,n5500,7,0.05963958,,kmeans
4164,SIDM00144,n5500,8,0.0609534,,kmeans
4165,SIDM00144,n5500,9,0.021166036,,kmeans
4166,SIDM00144,n5500,10,0.032533098,,kmeans
4167,SIDM00144,n6000,2,0.16776296,,kmeans
4168,SIDM00144,n6000,3,0.08732112,,kmeans
4169,SIDM00144,n6000,4,0.10599117,,kmeans
4170,SIDM00144,n6000,5,0.06963497,,kmeans
4171,SIDM00144,n6000,6,0.05541358,,kmeans
4172,SIDM00144,n6000,7,0.05265345,,kmeans
4173,SIDM00144,n6000,8,0.0340247,,kmeans
4174,SIDM00144,n6000,9,0.056990806,,kmeans
4175,SIDM00144,n6000,10,0.0042346013,,kmeans
4176,SIDM00144,n6500,2,0.15620789,,kmeans
4177,SIDM00144,n6500,3,0.0796803,,kmeans
4178,SIDM00144,n6500,4,0.10885212,,kmeans
4179,SIDM00144,n6500,5,0.06870443,,kmeans
4180,SIDM00144,n6500,6,0.079295784,,kmeans
4181,SIDM00144,n6500,7,0.0825281,,kmeans
4182,SIDM00144,n6500,8,0.032311328,,kmeans
4183,SIDM00144,n6500,9,0.03619802,,kmeans
4184,SIDM00144,n6500,10,0.022704458,,kmeans
4185,SIDM00144,n7000,2,0.16552767,,kmeans
4186,SIDM00144,n7000,3,0.06846357,,kmeans
4187,SIDM00144,n7000,4,0.105373375,,kmeans
4188,SIDM00144,n7000,5,0.05952313,,kmeans
4189,SIDM00144,n7000,6,0.058373716,,kmeans
4190,SIDM00144,n7000,7,0.07547642,,kmeans
4191,SIDM00144,n7000,8,0.06702767,,kmeans
4192,SIDM00144,n7000,9,0.038879994,,kmeans
4193,SIDM00144,n7000,10,0.016577039,,kmeans
4194,SIDM00144,n7500,2,0.15664747,,kmeans
4195,SIDM00144,n7500,3,0.07561777,,kmeans
4196,SIDM00144,n7500,4,0.103677265,,kmeans
4197,SIDM00144,n7500,5,0.11428694,,kmeans
4198,SIDM00144,n7500,6,0.04450264,,kmeans
4199,SIDM00144,n7500,7,0.057974808,,kmeans
4200,SIDM00144,n7500,8,0.0020595847,,kmeans
4201,SIDM00144,n7500,9,0.06530826,,kmeans
4202,SIDM00144,n7500,10,0.00010260972,,kmeans
4203,SIDM00144,n8000,2,0.16041116,,kmeans
4204,SIDM00144,n8000,3,0.07399588,,kmeans
4205,SIDM00144,n8000,4,0.09537191,,kmeans
4206,SIDM00144,n8000,5,0.093030825,,kmeans
4207,SIDM00144,n8000,6,0.05148005,,kmeans
4208,SIDM00144,n8000,7,0.06724404,,kmeans
4209,SIDM00144,n8000,8,0.032766756,,kmeans
4210,SIDM00144,n8000,9,0.06451725,,kmeans
4211,SIDM00144,n8000,10,0.03085398,,kmeans
4212,SIDM01060,n2000,2,0.23643795,,kmeans
4213,SIDM01060,n2000,3,0.18637106,,kmeans
4214,SIDM01060,n2000,4,0.15608114,,kmeans
4215,SIDM01060,n2000,5,0.12376402,,kmeans
4216,SIDM01060,n2000,6,0.099335045,,kmeans
4217,SIDM01060,n2000,7,0.094348796,,kmeans
4218,SIDM01060,n2000,8,0.06099412,,kmeans
4219,SIDM01060,n2000,9,0.044049073,,kmeans
4220,SIDM01060,n2000,10,0.060236778,,kmeans
4221,SIDM01060,n2500,2,0.23071425,,kmeans
4222,SIDM01060,n2500,3,0.18841672,,kmeans
4223,SIDM01060,n2500,4,0.15628347,,kmeans
4224,SIDM01060,n2500,5,0.123767205,,kmeans
4225,SIDM01060,n2500,6,0.099506155,,kmeans
4226,SIDM01060,n2500,7,0.111102074,,kmeans
4227,SIDM01060,n2500,8,0.08465951,,kmeans
4228,SIDM01060,n2500,9,0.07275901,,kmeans
4229,SIDM01060,n2500,10,0.04174018,,kmeans
4230,SIDM01060,n3000,2,0.22795254,,kmeans
4231,SIDM01060,n3000,3,0.1846805,,kmeans
4232,SIDM01060,n3000,4,0.15544525,,kmeans
4233,SIDM01060,n3000,5,0.13861999,,kmeans
4234,SIDM01060,n3000,6,0.1003765,,kmeans
4235,SIDM01060,n3000,7,0.102523215,,kmeans
4236,SIDM01060,n3000,8,0.10041886,,kmeans
4237,SIDM01060,n3000,9,0.08385575,,kmeans
4238,SIDM01060,n3000,10,0.04994392,,kmeans
4239,SIDM01060,n3500,2,0.22294833,,kmeans
4240,SIDM01060,n3500,3,0.17838259,,kmeans
4241,SIDM01060,n3500,4,0.14658214,,kmeans
4242,SIDM01060,n3500,5,0.11632504,,kmeans
4243,SIDM01060,n3500,6,0.08768876,,kmeans
4244,SIDM01060,n3500,7,0.09289537,,kmeans
4245,SIDM01060,n3500,8,0.09844319,,kmeans
4246,SIDM01060,n3500,9,0.07282727,,kmeans
4247,SIDM01060,n3500,10,0.070598036,,kmeans
4248,SIDM01060,n4000,2,0.21967416,,kmeans
4249,SIDM01060,n4000,3,0.18284221,,kmeans
4250,SIDM01060,n4000,4,0.14419784,,kmeans
4251,SIDM01060,n4000,5,0.11432942,,kmeans
4252,SIDM01060,n4000,6,0.08967501,,kmeans
4253,SIDM01060,n4000,7,0.09459156,,kmeans
4254,SIDM01060,n4000,8,0.093742065,,kmeans
4255,SIDM01060,n4000,9,0.091452226,,kmeans
4256,SIDM01060,n4000,10,0.04092296,,kmeans
4257,SIDM01060,n4500,2,0.2158759,,kmeans
4258,SIDM01060,n4500,3,0.18132304,,kmeans
4259,SIDM01060,n4500,4,0.121341646,,kmeans
4260,SIDM01060,n4500,5,0.12833075,,kmeans
4261,SIDM01060,n4500,6,0.085733354,,kmeans
4262,SIDM01060,n4500,7,0.09654791,,kmeans
4263,SIDM01060,n4500,8,0.089861244,,kmeans
4264,SIDM01060,n4500,9,0.0712579,,kmeans
4265,SIDM01060,n4500,10,0.08124255,,kmeans
4266,SIDM01060,n5000,2,0.21000974,,kmeans
4267,SIDM01060,n5000,3,0.18123621,,kmeans
4268,SIDM01060,n5000,4,0.11561779,,kmeans
4269,SIDM01060,n5000,5,0.1273685,,kmeans
4270,SIDM01060,n5000,6,0.15070073,,kmeans
4271,SIDM01060,n5000,7,0.04250445,,kmeans
4272,SIDM01060,n5000,8,0.0788154,,kmeans
4273,SIDM01060,n5000,9,0.06481492,,kmeans
4274,SIDM01060,n5000,10,0.047891848,,kmeans
4275,SIDM01060,n5500,2,0.20902617,,kmeans
4276,SIDM01060,n5500,3,0.1760492,,kmeans
4277,SIDM01060,n5500,4,0.12220037,,kmeans
4278,SIDM01060,n5500,5,0.11244315,,kmeans
4279,SIDM01060,n5500,6,0.09727551,,kmeans
4280,SIDM01060,n5500,7,0.12634122,,kmeans
4281,SIDM01060,n5500,8,0.071025394,,kmeans
4282,SIDM01060,n5500,9,0.09298067,,kmeans
4283,SIDM01060,n5500,10,0.07720028,,kmeans
4284,SIDM01060,n6000,2,0.20798962,,kmeans
4285,SIDM01060,n6000,3,0.17095079,,kmeans
4286,SIDM01060,n6000,4,0.12084046,,kmeans
4287,SIDM01060,n6000,5,0.12486566,,kmeans
4288,SIDM01060,n6000,6,0.04522211,,kmeans
4289,SIDM01060,n6000,7,0.1013558,,kmeans
4290,SIDM01060,n6000,8,0.1109193,,kmeans
4291,SIDM01060,n6000,9,0.053213708,,kmeans
4292,SIDM01060,n6000,10,0.09474682,,kmeans
4293,SIDM01060,n6500,2,0.20466956,,kmeans
4294,SIDM01060,n6500,3,0.1731962,,kmeans
4295,SIDM01060,n6500,4,0.12240548,,kmeans
4296,SIDM01060,n6500,5,0.13197513,,kmeans
4297,SIDM01060,n6500,6,0.086237736,,kmeans
4298,SIDM01060,n6500,7,0.12066823,,kmeans
4299,SIDM01060,n6500,8,0.073428355,,kmeans
4300,SIDM01060,n6500,9,0.07586747,,kmeans
4301,SIDM01060,n6500,10,0.07781296,,kmeans
4302,SIDM01060,n7000,2,0.20282584,,kmeans
4303,SIDM01060,n7000,3,0.16807793,,kmeans
4304,SIDM01060,n7000,4,0.11568853,,kmeans
4305,SIDM01060,n7000,5,0.12709948,,kmeans
4306,SIDM01060,n7000,6,0.1502002,,kmeans
4307,SIDM01060,n7000,7,0.13776866,,kmeans
4308,SIDM01060,n7000,8,0.047650058,,kmeans
4309,SIDM01060,n7000,9,0.05582784,,kmeans
4310,SIDM01060,n7000,10,0.044066858,,kmeans
4311,SIDM01060,n7500,2,0.2021402,,kmeans
4312,SIDM01060,n7500,3,0.17046662,,kmeans
4313,SIDM01060,n7500,4,0.121686205,,kmeans
4314,SIDM01060,n7500,5,0.08957741,,kmeans
4315,SIDM01060,n7500,6,0.10911439,,kmeans
4316,SIDM01060,n7500,7,0.0033304642,,kmeans
4317,SIDM01060,n7500,8,0.057545602,,kmeans
4318,SIDM01060,n7500,9,0.094249755,,kmeans
4319,SIDM01060,n7500,10,0.07734883,,kmeans
4320,SIDM01060,n8000,2,0.19849256,,kmeans
4321,SIDM01060,n8000,3,0.16795431,,kmeans
4322,SIDM01060,n8000,4,0.11209733,,kmeans
4323,SIDM01060,n8000,5,0.11434341,,kmeans
4324,SIDM01060,n8000,6,0.1251983,,kmeans
4325,SIDM01060,n8000,7,0.13725862,,kmeans
4326,SIDM01060,n8000,8,0.09272355,,kmeans
4327,SIDM01060,n8000,9,0.114947386,,kmeans
4328,SIDM01060,n8000,10,0.07036353,,kmeans
4329,SIDM00414,n2000,2,0.19669883,,kmeans
4330,SIDM00414,n2000,3,0.066185,,kmeans
4331,SIDM00414,n2000,4,0.029654838,,kmeans
4332,SIDM00414,n2000,5,0.12017082,,kmeans
4333,SIDM00414,n2000,6,0.0023143322,,kmeans
4334,SIDM00414,n2000,7,0.095211715,,kmeans
4335,SIDM00414,n2000,8,-0.05191294,,kmeans
4336,SIDM00414,n2000,9,-0.06478089,,kmeans
4337,SIDM00414,n2000,10,-0.10228584,,kmeans
4338,SIDM00414,n2500,2,0.20656519,,kmeans
4339,SIDM00414,n2500,3,0.07054187,,kmeans
4340,SIDM00414,n2500,4,0.035179365,,kmeans
4341,SIDM00414,n2500,5,0.124373354,,kmeans
4342,SIDM00414,n2500,6,-0.12351177,,kmeans
4343,SIDM00414,n2500,7,0.109076835,,kmeans
4344,SIDM00414,n2500,8,0.07035175,,kmeans
4345,SIDM00414,n2500,9,0.058685586,,kmeans
4346,SIDM00414,n2500,10,0.015326912,,kmeans
4347,SIDM00414,n3000,2,0.2067805,,kmeans
4348,SIDM00414,n3000,3,0.06983027,,kmeans
4349,SIDM00414,n3000,4,0.034520674,,kmeans
4350,SIDM00414,n3000,5,0.13456847,,kmeans
4351,SIDM00414,n3000,6,-0.01269062,,kmeans
4352,SIDM00414,n3000,7,0.081391215,,kmeans
4353,SIDM00414,n3000,8,-0.04455478,,kmeans
4354,SIDM00414,n3000,9,0.06641931,,kmeans
4355,SIDM00414,n3000,10,0.063163154,,kmeans
4356,SIDM00414,n3500,2,0.20566727,,kmeans
4357,SIDM00414,n3500,3,0.069693886,,kmeans
4358,SIDM00414,n3500,4,0.035403606,,kmeans
4359,SIDM00414,n3500,5,0.119460255,,kmeans
4360,SIDM00414,n3500,6,-0.026240436,,kmeans
4361,SIDM00414,n3500,7,0.055041675,,kmeans
4362,SIDM00414,n3500,8,0.08000655,,kmeans
4363,SIDM00414,n3500,9,0.0696395,,kmeans
4364,SIDM00414,n3500,10,-0.08095374,,kmeans
4365,SIDM00414,n4000,2,0.20326857,,kmeans
4366,SIDM00414,n4000,3,0.06997274,,kmeans
4367,SIDM00414,n4000,4,0.03420004,,kmeans
4368,SIDM00414,n4000,5,0.013329543,,kmeans
4369,SIDM00414,n4000,6,-0.0006245965,,kmeans
4370,SIDM00414,n4000,7,-0.019299027,,kmeans
4371,SIDM00414,n4000,8,-0.07928901,,kmeans
4372,SIDM00414,n4000,9,0.073895484,,kmeans
4373,SIDM00414,n4000,10,0.053519532,,kmeans
4374,SIDM00414,n4500,2,0.20066363,,kmeans
4375,SIDM00414,n4500,3,0.07328599,,kmeans
4376,SIDM00414,n4500,4,0.039377753,,kmeans
4377,SIDM00414,n4500,5,0.13807595,,kmeans
4378,SIDM00414,n4500,6,-0.0067099216,,kmeans
4379,SIDM00414,n4500,7,-0.035192847,,kmeans
4380,SIDM00414,n4500,8,0.10052051,,kmeans
4381,SIDM00414,n4500,9,-0.004376686,,kmeans
4382,SIDM00414,n4500,10,0.040969465,,kmeans
4383,SIDM00414,n5000,2,0.1991181,,kmeans
4384,SIDM00414,n5000,3,0.06977599,,kmeans
4385,SIDM00414,n5000,4,0.0366083,,kmeans
4386,SIDM00414,n5000,5,0.13169542,,kmeans
4387,SIDM00414,n5000,6,-0.023343796,,kmeans
4388,SIDM00414,n5000,7,0.10507942,,kmeans
4389,SIDM00414,n5000,8,0.07647294,,kmeans
4390,SIDM00414,n5000,9,0.0669625,,kmeans
4391,SIDM00414,n5000,10,-0.09142286,,kmeans
4392,SIDM00414,n5500,2,0.20315452,,kmeans
4393,SIDM00414,n5500,3,0.10072678,,kmeans
4394,SIDM00414,n5500,4,0.037309214,,kmeans
4395,SIDM00414,n5500,5,0.1241896,,kmeans
4396,SIDM00414,n5500,6,0.00024212462,,kmeans
4397,SIDM00414,n5500,7,-0.018016854,,kmeans
4398,SIDM00414,n5500,8,0.0892469,,kmeans
4399,SIDM00414,n5500,9,0.060233507,,kmeans
4400,SIDM00414,n5500,10,-0.08742249,,kmeans
4401,SIDM00414,n6000,2,0.19985461,,kmeans
4402,SIDM00414,n6000,3,0.09978287,,kmeans
4403,SIDM00414,n6000,4,0.034462377,,kmeans
4404,SIDM00414,n6000,5,-0.0009427587,,kmeans
4405,SIDM00414,n6000,6,-0.11415094,,kmeans
4406,SIDM00414,n6000,7,0.11961703,,kmeans
4407,SIDM00414,n6000,8,0.087439336,,kmeans
4408,SIDM00414,n6000,9,-0.06079179,,kmeans
4409,SIDM00414,n6000,10,0.03633578,,kmeans
4410,SIDM00414,n6500,2,0.20006508,,kmeans
4411,SIDM00414,n6500,3,0.100868195,,kmeans
4412,SIDM00414,n6500,4,0.06134269,,kmeans
4413,SIDM00414,n6500,5,0.012926175,,kmeans
4414,SIDM00414,n6500,6,0.021151258,,kmeans
4415,SIDM00414,n6500,7,0.09311991,,kmeans
4416,SIDM00414,n6500,8,0.08707999,,kmeans
4417,SIDM00414,n6500,9,0.1080445,,kmeans
4418,SIDM00414,n6500,10,0.038857043,,kmeans
4419,SIDM00414,n7000,2,0.19758907,,kmeans
4420,SIDM00414,n7000,3,0.064309575,,kmeans
4421,SIDM00414,n7000,4,0.033369314,,kmeans
